,shopid,itemid,rating_star,cmt,Sentiment
791,4149345,15720386,0,"1 colour, or multiple colours?",N
792,4937640,17705899,5,Have not tried product yet so no comments yet but delivery thumbs up,G
793,4937640,122561716,0,"@myraa5294 dear you can contact me on chat ,i will send a picture ti you about banking",N
794,4149345,71922412,5,"Bristles are soft and in good condition, can be used as liquid foundation brush too :) ",G
797,4937640,17703698,0,"Hi, how long will it take to deliver to Singapore with standard express delivery?Qty: 10pcs",N
798,4149345,86889199,0,Can i make enquiry if i can order just rhe black one?? Means the groom piece only without the set??,N
799,4937640,19372664,5,Delivery thumbs up,G
803,4149345,60226252,5, Excellent service by seller,G
805,4149345,14480472,5,Works perfectly fine! :-),G
807,4149345,13423994,3,The width of the leather seems abit to big for the hook. Other than that the watch is not too bad.,G
809,4149345,237463508,0,"@lynnramos_27 ok , dear , thanks , we are hurry up to arrange your order and check everything okay before we ship it out. we will try our best to ship it as fast as we can. please wait patiently there, thank you very much",N
810,4937640,17702644,3,"Registered post. Package was wrapped nicely, but the box was filled with so much glitter. Probably from the broken parts of the eyeshadow. Understand that it may happen, but I had hoped that it come in perfect condition as it was meant as a gift. ",G
814,4149345,14482239,3,Bought 4 boxes. 2 is fine. 2 of them is dented and scratched.,G
816,4149345,238809448,4,Items delivered in proper conditions and delivery was rather fast.,G
817,4937640,19379018,5,Have not used product yet...no comments but delivery thumbs up,G
819,4149345,13432745,1,Not a great product the lights are very dim compared to the other ones I bought here from other seller. Sensor spoilt. Will not recommend this product ,B
823,4149345,14481902,5,Deals were made simple & very efficient! :-),G
824,4149345,13431702,5,"Prompt delivery, neatly packed, a super handy device for a real bargain. Using it while I'm typing this! You might need to get used to having your hands free 😂",G
825,4937640,85958223,5, Well-packaged Excellent quality,G
828,4149345,19341972,5,Ok,N
829,4149345,21422274,1,Nothing received. Don't buy from this seller!!!!!,B
830,4937640,115574611,1,Never receive..Order 6 items but only came 4 items . Another 2 GONE ??? ,B
831,4937640,26495244,5,👍🏻👍🏻👍🏻,N
832,4937640,24088111,0,"@shiqinnnnn hi, how is the product so far?",N
835,4149345,15736397,1,Video quality is poor and product manual states no IR night vision LED which is direct opposite of what is stated for the item in Shopee...,B
836,4149345,16430598,5,"Works great, love it, thank you!",G
837,4937640,100430461,3,didnt really work. No expiry date written anywhere. But is stated that shelf life is 24months. We don't know if it has expired.,G
838,4937640,18982883,5,"Product works. For its price point, it does the job pretty well. ",G
839,4149345,15250744,5,I really love the brush so much loving it ,G
840,4937640,95772814,5,Pretty good for the price! Just have to heat it up for a longer time for smoother usage. ,G
844,4149345,21419967,5,👍🏼,N
846,4937640,104304937,5,i was initially a bit sceptical because of the price but the pigmentation of this palette is actually very impressive. some of the shades feel buttery and goes on the eye pretty well while the rest are a lil chalkier and take more effort to blend but for the price it's very worth it!!! 💗,G
847,4937640,18984937,5,Really waterproof. Worth the price I paid!,G
848,4149345,14482633,5,Good suction. Long arm is versatile. Good value,G
851,4149345,17709090,5,Strong suction. My car cam no longer shakes.,G
853,4149345,24119356,5,"Love it, thank you!",G
855,4937640,211005499,5,Feels sturdy and looks as depicted in photos. ,G
856,4937640,24095331,5,Smaller than I thought. But worth the price!,G
858,4937640,18981759,5,Thx seller,G
859,4149345,14479774,5,Received way earlier than stipulated date! Well wrapped with thick foam wrapping. My Lippies sitting nicely in the holder :) ,G
860,4937640,16803914,5,So cute and small and cheap! ,G
864,4937640,40486732,5,Very good quality! Bought a few items from this shop as the prices are really cheap :),G
869,4937640,18984937,5,Great quality product with amazing design and packaging! Can't find any eyeliner this cheap anywhere else. ,G
872,4149345,14481902,4,Didnt expect it to be small puff,N
874,4937640,26495045,5,Thx seller,G
875,4149345,16743208,0,@jayheartmi nope.,N
879,4937640,104771942,5,"Feels fairly gentle on the face, easy to use. Good price too",G
881,4937640,26495173,5,Thx seller,G
882,4149345,14479774,4,Ordered 2. 1 is in perfect condition. And second one is a bit faulty. May be it happened in the delivery process. Can accept it. Friendly seller. 3rd time buying. Will buy again ❤️❤️❤️👍🏻,N
884,4149345,15720360,0,Hi..wondering is it 40cents each ? Or 1 set is 40cents,N
887,4937640,18945556,0,@gigylkyshy ^_^,N
895,4149345,26966468,5,"It is good, it was delivered fast too. So far after using it, the quality is good and it does not move around when using (as said non-slip) ",G
896,4149345,14481902,1, Very poor product quality,B
897,4937640,36621555,3, Product quality is ok,G
899,4149345,15250083,1,Didn't receive product at all ,B
900,4937640,26495794,2,Product damaged by the delivery.,B
904,4149345,14479925,0,@runningman777,N
912,4149345,320486094,0,"@skulls_bones dear , It normally takes 5-10 days to arrive your address , but sometimes maybe a little delay because of the problem of the weather , the Customs or your address , you can contact with me in chats when you have not received your order for",N
913,4937640,24088111,5,Good product! Love it! Thanks!,G
914,4149345,197568315,1,Didn't receive ,B
916,4149345,16431852,5, Excellent service by seller,G
920,4149345,14486824,5,Long delivery time.  Quality is good.  Yet to try it out.  ,N
924,4149345,103432766,0,"@byxnx dear, you have 2 parcels , you have another parcel , it is on the way , we send your items separately, do not worry , you will receive it later :) ",N
929,4149345,185816336,5, Excellent service by seller,G
931,4149345,186183377,4,Didnt expect it to be small puff,B
932,4149345,13432519,5, Good value for money,G
935,4149345,16429253,4, Delivery time as expected.  Yet to confirm if it works as need to get batteries - size 23A - the kind you never get unless on a need to basis...haiz,N
936,4149345,13426634,0,Beware of seller,N
941,4937640,22564307,5,"Got the free normal shipping but still receive it pretty quickly. Bristles are Super soft, feels like natural hair 👍",G
945,4937640,369621646,5, Excellent service by seller,G
948,4149345,13432637,5,True to pic. Loving the effect. Thank you!,G
952,4937640,51424469,1, Very poor product quality,B
954,4149345,26967234,5,Fast seller. Estimated to reach on the 16 July 2016 but i received it the day before 16th. Love it!,G
955,4149345,13432277,3, Product quality is ok but a bit lagging. Easy to link,G
956,4149345,14486824,1, Very poor product quality,B
957,4149345,21422101,0,Red have?,N
959,4149345,26966786,1,"Handle is not soft as stated, normal plastic only ",B
961,4149345,49790508,4,A little loose but good enough for free sizing ,N
964,4937640,18984937,5,"The product is not pigmented, what you pay is what u get!  Excellent service by seller and fast delivery!",G
967,4149345,13422342,0,I want to buy .but i dnt know how.bcz i no hve any member card or credit cart.i only can pay by cash.when item cme i house so i will pay.,N
969,4937640,18980246,5,I do love it :) came early than expected date..all item that i buy are nice..SATISFIED,G
970,4937640,106020164,0,"Hi there I just received this, why is it that there is no coin compartment as advertised?",N
972,4937640,90548692,5,Not bad,N
974,4937640,19347989,4, Great Item Quality Great Item Quality,G
976,4937640,17704985,5,"Item received earlier than expected date! Thanks! 😄👍
Have yet to try it.. ",G
977,4149345,16430420,5,Ok,N
978,4937640,16803999,5,Well packaged :) ,G
980,4149345,16443786,4,Yet to try,N
983,4937640,24088131,1,Did not receive item,B
988,4937640,16809087,5,Well packaged :),G
989,4149345,16742835,4,Yet to try,N
990,4149345,13433484,3, Product quality is ok,G
991,4937640,51424545,3, Fair value,G
995,4149345,66185065,0,how to choose colour,N
998,4937640,24095270,5, Excellent service by seller,G
1001,4937640,41822767,5, Excellent service by seller,G
1003,4149345,17707091,5," Excellent service by seller
物超所值，只有防水眼线笔不防水，这点给败笔了",G
1004,4937640,51424545,2, Poor packaging,B
1006,4937640,225459709,1,Was not delivered that with other products. You took the money so pls deliver the fidget spinners I will rate this again when received. I only got the combs and the straightener did not receive fidget spinners pls check before mailing out next time.,B
1010,4937640,24088111,5,Yet to try it but come in good condition ,G
1012,4937640,35923599,0,"Hi
Do you have how to use vidoe tutorial of this product?",N
1014,4149345,15719153,5,"Useful product for monitoring yr plants health.
",N
1015,4937640,51424545,3, Fair product quality,G
1016,4937640,16812173,3, Poor delivery speed Product quality is ok Service by seller is ok,G
1021,4149345,13430983,5,Cheap. Plastic but can use. Ok.,G
1024,4149345,13431842,1,I buy 2 but 1 have defects,B
1025,4937640,40486880,3, Poor product quality Poor delivery speed Service by seller is ok,G
1027,4149345,60224190,3,For the price it's understandable! Somewhat thin and doesn't provide much support for the sole,G
1028,4149345,13426430,5,Fast order,G
1029,4937640,18985972,5,"eyelashes much softer than expected, extremely natural and definitely good price for 10 pairs! delivery was fast (6 days) and came well packaged with styrofoam packaging :-)",G
1030,4937640,282750352,5, Excellent product  quality,G
1035,4937640,16803999,5,Thx,G
1037,4937640,18981488,2,Product quality is quite on a negative side. The blade isn't sharp at all,B
1040,4149345,106451911,5,就是防水眼线笔不防水,N
1041,4149345,238829736,5,Thanks. ,G
1045,4149345,15720360,1,Alot of it are bent and rust,B
1046,4149345,15247477,4,Smaller then expected but it works well,G
1047,4937640,19346757,5,"brush is very big and soft, will probably use it for highlighter or brushing away excess powder. delivery was fast (6 days) and came well packaged with styrofoam packaging :-)",G
