shopid,itemid,rating_star,cmt
4149345,49780200,0,"@mazdali dear , It normally takes 5-10 days to arrive your address , but sometimes maybe a little delay because of the problem of the weather , the Customs or your address , you can contact with me in chats when you have not received your order for a long time , we will glad to help you , thanks and have a nice day :)"
4937640,19344296,5, Fast delivery
4149345,237463508,4,"product works surprisingly! however, it has this weird smell but it is still good value for money 👍🏻"
4149345,60615417,2, Poor product quality
4149345,26966750,5,Most of the design is repeat and its abit hard to make design on the leather
4149345,26966468,5, Good product quality Excellent service by seller
4149345,42463218,5,Useless product :/ doesn't suck up much and it smells 
4937640,24088196,5, Fast delivery
4149345,14482633,4, Fast delivery
4149345,55876649,5, Fast delivery Excellent service by seller
4937640,265637027,5, Good product quality
4937640,319505836,5, Good product quality
4149345,46508845,5,Fast shipping. Feel soft too
4149345,14476821,5,reccomended!
4937640,24095331,5, Fast delivery
4149345,15719279,5," Good product quality,  Fast delivery & Excellent service by seller"
4149345,49780153,4, Fast delivery
4149345,29994973,5, Fast delivery Excellent service by seller
4149345,46508845,5, Good product quality Good product quality
4937640,40486749,5, Good product quality Fast delivery Fast delivery Excellent service by seller
4149345,16427026,5, Fast delivery Good product quality Excellent service by seller
4149345,49780153,4, Fast delivery
4149345,15250083,5,love the brushes! 
4149345,15720021,5," Good product quality,  Fast delivery &  Excellent service by seller"
4937640,40486732,5, Fast delivery 
4149345,86891087,5, Good product quality!
4937640,119025745,3,All is good. Just that the pin is not as friendly to be used in normal plugs
4149345,16431852,5,"Good product quality,  Fast delivery & Excellent service by seller"
4937640,95772870,5," Fast delivery: ordered on Monday, received on Thursday. Well packaged. Good product quality. Will recommend. "
4937640,40486733,5, Fast delivery
4149345,81546925,5, Good product quality! 👍
4149345,14481902,5,Item received in good condition! 
4149345,13433484,5, Good product quality
4149345,15735925,4,The material will curl out around your hips. Probably wont last more than 10 wears. But no complaints for the price!
4149345,49780104,1,the product is defected and seller don't care to reply in chart room. waste money and time.
4149345,13425133,5, Fast delivery Excellent service by seller
4149345,13432519,5, Fast delivery Excellent service by seller. Very confuse on how to use. Charge more then 6 hours still not full. Got to on then can location on iPad BT. Still got to try more.
4149345,16742186,5,"Good product quality,  Fast delivery & Excellent service by seller"
4937640,18986739,1,did not receive two of my items. very disappointed  Very poor service by seller
4149345,15720119,0,@ltwong
4149345,60615722,5, Good product quality Excellent service by seller Delivery was very fast considering that the item was shipped from China.
4149345,60228441,5, Fast delivery Fast delivery Excellent service by seller Good product quality
4937640,40486736,5, Fast delivery
4937640,35923599,5, Fast delivery
4149345,86889246,5, Good product quality
4149345,15247472,0,Hi how big are the brushes? @shirleyaye @aizudnoorshyeight @delique
4937640,40486736,5, Fast delivery
4149345,17708544,2, Poor Item Quality
4149345,56342278,3,Product quality is ok 
4149345,42089916,5,"Not tested yet..

Tested today.... 2 buttons. Left button controls light - no problem.... Right button should be ON OFF n the water is not moving n there is no mist... seems like a faulty thing??!! Waiting for seller to respond..."
4937640,19346757,5, Good product quality Fast delivery Excellent service by seller
4149345,238833068,5," Good product quality - value for money. 

 Fast delivery - took sometime to arrive because I choose the slow option. 
 Excellent service by seller Excellent service by seller"
4149345,16429876,5, Good product quality.. working well
4149345,13431842,5, Good product quality
4937640,21273230,5, Fast delivery
4937640,323892755,5, Fast delivery
4149345,14479020,0,"Hi , is the shipping cost for per item or per purchase from your shop?"
4937640,287057870,5, Good product quality Fast delivery Excellent service by seller
4937640,18980338,4, Good product quality
4937640,44160990,5,"Bad condition of the lipsticks received. I ordered 3 of them and when I opened the lid, the first lipstick dropped out of the cover. The whole lipstick was stuck to the lid of the cover. The second and third lipstick had dents and was smudged onto the lip cover. Disappointed in the condition. "
4937640,115574611,5, Good value for money Good product quality Excellent service by seller
4937640,18984825,5, Good product quality 
4149345,13426430,4,"Colour is pretty pigmented and is not drying :) despite the Low quality packaging, it's still a decent lipstick. "
4149345,14482633,5, Good product quality Fast delivery Excellent service by seller..thanks
4937640,19379090,5, Good product quality
4149345,114987108,5, Good product quality
4149345,60224188,5,Alittle smaller than what i have expected. But still works very well!
4149345,14481902,3,"Received in 13days with standard express.
Sponge was alot tiny than expected.
So it's basically a teeny mini blender 😂"
4937640,100428149,5,Real fun! 😊😊
4149345,42462741,1, Very poor product quality
4937640,22564307,5," Good product quality , very soft "
4937640,18984693,5," Good product quality. I have oily eyelids, and this is cheap and works well. Removes well also. That's why I bought 10!"
4149345,16742186,3,Smalllzzzz what was i thinking...
4149345,15720530,5,Great and fast delivery!
4937640,19345670,5, Fast delivery. Brush is very soft and good. Good product quality
4149345,13432519,5, Fast delivery
4149345,19342438,5,The orange is too bright. What was i thinking hahah
4937640,18981088,5, Good product quality Excellent service by seller
4937640,289616207,5, Good value for money
4937640,96340676,5, Good product quality
4937640,17705128,5,Impressed with these lip liners. Only $2 per set ! Worth my 2 bucks.
4937640,18982883,3,Delivery time was very very long. Kinda regret topping up for the ‘faster option’ of shipping. 
4937640,40486735,5,very good travel size. Fast delivery
4149345,14482314,5, Good product quality Fast delivery Excellent service by seller. This is my second purchase. 
4937640,35279652,4, Good product 
4937640,51425764,0,Does it work with normal nail polish?
4149345,15247474,5,Good product quality Fast delivery Excellent service by seller
4937640,100430497,5,Very cooperative 
4149345,237463508,0,5pcs
4149345,16429253,4, Good product quality
4149345,42463230,5,Item received in good condition. Quality looks good. Yet to try.
4937640,94479513,5,smaller than expected.
4937640,127979848,5, Excellent service by seller Good product quality Fast delivery
4149345,14480565,5, Good product quality
4937640,44467112,5,Excellent Delivery Speed
4937640,119025745,4,Cute ! Have yet to try to see if it works 
4937640,18984937,5,Abit too watery. but definitely Good product quality.
4149345,104216188,4, Product quality is ok Delivery time as expected Service by seller is ok
4149345,24119390,0,"Hi !, this is delivery 21 days ?"
4149345,16431852,5,Good product quality Fast delivery Excellent service by seller. This is my second purchase. 
4937640,120005596,5, Good product quality Fast delivery
4149345,16427399,5, Good product quality Fast delivery Fast delivery Excellent service by seller
4937640,127979848,1,"Broken . Smells like idk what . But ok. The wand slanted . Colour I thought nude , but like pink . Doesn't suit my face :("
4937640,18985414,5,Thx seller
4937640,97192244,5,good grip and brush is smooth and soft. Fast delivery
4937640,18985848,5, Good product quality and  Fast delivery
4937640,282750352,5, Good product quality Fast delivery
4149345,49780190,4,Good product quality
4149345,361169630,5,"Item received in discreet packing, looks to be good condition n quality."
4149345,15720407,3, Good Value
4149345,70872745,5, Excellent Value
4937640,19377585,4,have yet to try but overall Good product quality.
4149345,56342282,5, Good product quality
4149345,13433994,2,Didn't go well... no manual. White elephant!!
4937640,18983802,4,"seller is really nice and patient, when i ask about my items, however i think it would be better if all items were shipped all at once, but other than that, recommended!!"
